path_number	feature_type	feature	feature_id	coordinate	column_order	cell_type	primer	raw_value
1	path	P1	P1:path		0	ASC	poly(dT)	0.6107892559174074
1	path	P1	P1:path		0	EX_cerebellum_granule	poly(dT)	0.5824771403374601
1	path	P1	P1:path		0	EX_cortical	poly(dT)	0.7060234292925736
1	path	P1	P1:path		0	EX_hippocampus_granule	poly(dT)	0.5927675428648623
1	path	P1	P1:path		0	EX_hippocampus_pyramidal	poly(dT)	0.6079229205145773
1	path	P1	P1:path		0	INH_medium_spiny	poly(dT)	0.6287417966104341
1	path	P1	P1:path		0	INH_midbrain	poly(dT)	0.5942537262927294
1	path	P1	P1:path		0	INH_migrating_interneuron	poly(dT)	0.6125805325454458
1	exon	E1	P1:E1	chr3:80599592-80599839	1	ASC	poly(dT)	14.26822434460579
1	exon	E1	P1:E1	chr3:80599592-80599839	1	EX_cerebellum_granule	poly(dT)	9.56605386917486
1	exon	E1	P1:E1	chr3:80599592-80599839	1	EX_cortical	poly(dT)	17.401701037059468
1	exon	E1	P1:E1	chr3:80599592-80599839	1	EX_hippocampus_granule	poly(dT)	19.913035628310062
1	exon	E1	P1:E1	chr3:80599592-80599839	1	EX_hippocampus_pyramidal	poly(dT)	26.059717408691014
1	exon	E1	P1:E1	chr3:80599592-80599839	1	INH_medium_spiny	poly(dT)	22.286483521962406
1	exon	E1	P1:E1	chr3:80599592-80599839	1	INH_midbrain	poly(dT)	10.427780824649748
1	exon	E1	P1:E1	chr3:80599592-80599839	1	INH_migrating_interneuron	poly(dT)	12.298625128537152
1	junction	J1	P1:J1	chr3:80597826-80599592	2	ASC	poly(dT)	5.664652567975831
1	junction	J1	P1:J1	chr3:80597826-80599592	2	EX_cerebellum_granule	poly(dT)	7.268063274903805
1	junction	J1	P1:J1	chr3:80597826-80599592	2	EX_cortical	poly(dT)	7.039892725444184
1	junction	J1	P1:J1	chr3:80597826-80599592	2	EX_hippocampus_granule	poly(dT)	3.7313432835820897
1	junction	J1	P1:J1	chr3:80597826-80599592	2	EX_hippocampus_pyramidal	poly(dT)	14.462809917355372
