path_number	feature_type	feature	feature_id	coordinate	column_order	cell_type	primer	raw_value
1	path	P1	P1:path		0	ASC	poly(dT)	0.29480579036735044
1	path	P1	P1:path		0	EX_cerebellum_granule	poly(dT)	0.29849912886761937
1	path	P1	P1:path		0	EX_cortical	poly(dT)	0.16654872346270103
1	path	P1	P1:path		0	EX_hippocampus_granule	poly(dT)	0.26592652914129356
1	path	P1	P1:path		0	EX_hippocampus_pyramidal	poly(dT)	0.2896471613272306
1	path	P1	P1:path		0	EX_thalamus	poly(dT)	0.28835677786948094
1	path	P1	P1:path		0	INH_medium_spiny	poly(dT)	0.2615365424111796
1	path	P1	P1:path		0	INH_midbrain	poly(dT)	0.2688777181611731
1	path	P1	P1:path		0	INH_migrating_interneuron	poly(dT)	0.2621100347608772
1	path	P1	P1:path		0	ODC	poly(dT)	0.2850769173434138
1	exon	E3	P1:E3	chr13:59705037-59705100	1	ASC	poly(dT)	0.3249414519906323
1	exon	E3	P1:E3	chr13:59705037-59705100	1	EX_cerebellum_granule	poly(dT)	0.1918918918918919
1	exon	E3	P1:E3	chr13:59705037-59705100	1	EX_cortical	poly(dT)	0.2358075435203095
1	exon	E3	P1:E3	chr13:59705037-59705100	1	EX_hippocampus_granule	poly(dT)	0.29193037974683544
1	exon	E3	P1:E3	chr13:59705037-59705100	1	EX_hippocampus_pyramidal	poly(dT)	0.36363636363636365
1	exon	E3	P1:E3	chr13:59705037-59705100	1	EX_thalamus	poly(dT)	0.2222222222222222
1	exon	E3	P1:E3	chr13:59705037-59705100	1	INH_medium_spiny	poly(dT)	0.22219967532467533
1	exon	E3	P1:E3	chr13:59705037-59705100	1	INH_midbrain	poly(dT)	0.3125
1	exon	E3	P1:E3	chr13:59705037-59705100	1	INH_migrating_interneuron	poly(dT)	0.17130398671096347
1	exon	E3	P1:E3	chr13:59705037-59705100	1	ODC	poly(dT)	0.3244949494949495
2	path	P2	P2:path		2	ASC	poly(dT)	0.37588315567598574
2	path	P2	P2:path		2	EX_cerebellum_granule	poly(dT)	0.32603078220944587
2	path	P2	P2:path		2	EX_cortical	poly(dT)	0.6385197405324028
2	path	P2	P2:path		2	EX_hippocampus_granule	poly(dT)	0.449758491378359
2	path	P2	P2:path		2	EX_hippocampus_pyramidal	poly(dT)	0.4077410336324925
2	path	P2	P2:path		2	EX_thalamus	poly(dT)	0.4108467148885075
2	path	P2	P2:path		2	INH_medium_spiny	poly(dT)	0.4621309216140967
2	path	P2	P2:path		2	INH_midbrain	poly(dT)	0.4420007367325945
2	path	P2	P2:path		2	INH_migrating_interneuron	poly(dT)	0.45568314232862317
2	path	P2	P2:path		2	ODC	poly(dT)	0.4122361855078906
2	exon	E2	P2:E2	chr13:59705037-59705114	3	ASC	poly(dT)	0.275986308773194
2	exon	E2	P2:E2	chr13:59705037-59705114	3	EX_cerebellum_granule	poly(dT)	0.17297297297297298
2	exon	E2	P2:E2	chr13:59705037-59705114	3	EX_cortical	poly(dT)	0.21008778455586966
2	exon	E2	P2:E2	chr13:59705037-59705114	3	EX_hippocampus_granule	poly(dT)	0.2872444011684518
2	exon	E2	P2:E2	chr13:59705037-59705114	3	EX_hippocampus_pyramidal	poly(dT)	0.36363636363636365
2	exon	E2	P2:E2	chr13:59705037-59705114	3	EX_thalamus	poly(dT)	0.2222222222222222
2	exon	E2	P2:E2	chr13:59705037-59705114	3	INH_medium_spiny	poly(dT)	0.20779220779220778
2	exon	E2	P2:E2	chr13:59705037-59705114	3	INH_midbrain	poly(dT)	0.2923076923076923
2	exon	E2	P2:E2	chr13:59705037-59705114	3	INH_migrating_interneuron	poly(dT)	0.15640173779708663
2	exon	E2	P2:E2	chr13:59705037-59705114	3	ODC	poly(dT)	0.30924630924630925
3	path	P3	P3:path		4	ASC	poly(dT)	0.32931105395666377
3	path	P3	P3:path		4	EX_cerebellum_granule	poly(dT)	0.37547008892293476
3	path	P3	P3:path		4	EX_cortical	poly(dT)	0.1949315360048961
3	path	P3	P3:path		4	EX_hippocampus_granule	poly(dT)	0.28431497948034745
3	path	P3	P3:path		4	EX_hippocampus_pyramidal	poly(dT)	0.30261180504027685
3	path	P3	P3:path		4	EX_thalamus	poly(dT)	0.30079650724201146
3	path	P3	P3:path		4	INH_medium_spiny	poly(dT)	0.27633253597472374
3	path	P3	P3:path		4	INH_midbrain	poly(dT)	0.2891215451062323
3	path	P3	P3:path		4	INH_migrating_interneuron	poly(dT)	0.2822068229104996
3	path	P3	P3:path		4	ODC	poly(dT)	0.30268689714869557
3	exon	E1	P3:E1	chr13:59705037-59705125	5	ASC	poly(dT)	0.24408599321106228
3	exon	E1	P3:E1	chr13:59705037-59705125	5	EX_cerebellum_granule	poly(dT)	0.15548132402064985
3	exon	E1	P3:E1	chr13:59705037-59705125	5	EX_cortical	poly(dT)	0.189337795840306
3	exon	E1	P3:E1	chr13:59705037-59705125	5	EX_hippocampus_granule	poly(dT)	0.27051628502346753
3	exon	E1	P3:E1	chr13:59705037-59705125	5	EX_hippocampus_pyramidal	poly(dT)	0.36363636363636365
3	exon	E1	P3:E1	chr13:59705037-59705125	5	EX_thalamus	poly(dT)	0.2222222222222222
3	exon	E1	P3:E1	chr13:59705037-59705125	5	INH_medium_spiny	poly(dT)	0.18780096308186192
3	exon	E1	P3:E1	chr13:59705037-59705125	5	INH_midbrain	poly(dT)	0.2728089887640449
3	exon	E1	P3:E1	chr13:59705037-59705125	5	INH_migrating_interneuron	poly(dT)	0.14222255403337192
3	exon	E1	P3:E1	chr13:59705037-59705125	5	ODC	poly(dT)	0.2841902167744864
1	path	P1	P1:path		0	ASC	random hexamer	0.29480579036735044
1	path	P1	P1:path		0	EX_cerebellum_granule	random hexamer	0.29849912886761937
