path_number	feature_type	feature	feature_id	coordinate	column_order	cell_type	primer	raw_value
1	path	P1	P1:path		0	ASC	poly(dT)	0.3283444779846866
1	path	P1	P1:path		0	EX_cerebellum_granule	poly(dT)	0.2568013027557131
1	path	P1	P1:path		0	EX_cortical	poly(dT)	0.3923864000268498
1	path	P1	P1:path		0	EX_hippocampus_pyramidal	poly(dT)	0.33426061475721297
1	path	P1	P1:path		0	EX_thalamus	poly(dT)	0.34446128444947566
1	path	P1	P1:path		0	INH_medium_spiny	poly(dT)	0.364385589684368
1	path	P1	P1:path		0	INH_midbrain	poly(dT)	0.35490622338473005
1	path	P1	P1:path		0	INH_migrating_interneuron	poly(dT)	0.3630795418718818
1	exon	E4	P1:E4	chr13:58956505-58956754	1	ASC	poly(dT)	1.0
1	exon	E4	P1:E4	chr13:58956505-58956754	1	EX_cerebellum_granule	poly(dT)	1.0
1	exon	E4	P1:E4	chr13:58956505-58956754	1	EX_cortical	poly(dT)	1.0
1	exon	E4	P1:E4	chr13:58956505-58956754	1	EX_hippocampus_pyramidal	poly(dT)	1.0
1	exon	E4	P1:E4	chr13:58956505-58956754	1	EX_thalamus	poly(dT)	1.0
1	exon	E4	P1:E4	chr13:58956505-58956754	1	INH_medium_spiny	poly(dT)	1.0
1	exon	E4	P1:E4	chr13:58956505-58956754	1	INH_midbrain	poly(dT)	1.0
1	exon	E4	P1:E4	chr13:58956505-58956754	1	INH_migrating_interneuron	poly(dT)	1.0
2	path	P2	P2:path		2	ASC	poly(dT)	0.19211818267903263
2	path	P2	P2:path		2	EX_cerebellum_granule	poly(dT)	0.3902753673799756
2	path	P2	P2:path		2	EX_cortical	poly(dT)	0.3525684770211168
2	path	P2	P2:path		2	EX_hippocampus_pyramidal	poly(dT)	0.36198090048283665
2	path	P2	P2:path		2	EX_thalamus	poly(dT)	0.34237574529557613
2	path	P2	P2:path		2	INH_medium_spiny	poly(dT)	0.3507540395950295
2	path	P2	P2:path		2	INH_midbrain	poly(dT)	0.3677590730386417
2	path	P2	P2:path		2	INH_migrating_interneuron	poly(dT)	0.3573971579228118
2	exon	E1	P2:E1	chr13:58955511-58955827	3	ASC	poly(dT)	0.19554906874951114
2	exon	E1	P2:E1	chr13:58955511-58955827	3	EX_cerebellum_granule	poly(dT)	0.2041119952216461
2	exon	E1	P2:E1	chr13:58955511-58955827	3	EX_cortical	poly(dT)	0.39889286315551253
2	exon	E1	P2:E1	chr13:58955511-58955827	3	EX_hippocampus_pyramidal	poly(dT)	0.71623129582627
2	exon	E1	P2:E1	chr13:58955511-58955827	3	EX_thalamus	poly(dT)	0.7337420586631942
2	exon	E1	P2:E1	chr13:58955511-58955827	3	INH_medium_spiny	poly(dT)	0.37621894252096383
2	exon	E1	P2:E1	chr13:58955511-58955827	3	INH_midbrain	poly(dT)	0.36746872336166664
2	exon	E1	P2:E1	chr13:58955511-58955827	3	INH_migrating_interneuron	poly(dT)	0.3036134946629995
2	junction	J1	P2:J1	chr13:58955828-58956199	4	ASC	poly(dT)	0.8656716417910447
2	junction	J1	P2:J1	chr13:58955828-58956199	4	EX_cerebellum_granule	poly(dT)	0.825
2	junction	J1	P2:J1	chr13:58955828-58956199	4	EX_cortical	poly(dT)	0.9230769230769231
2	junction	J1	P2:J1	chr13:58955828-58956199	4	EX_hippocampus_pyramidal	poly(dT)	0.8285714285714286
2	junction	J1	P2:J1	chr13:58955828-58956199	4	EX_thalamus	poly(dT)	1.0
